From	To
Q12798	CETN1
Q9UH92	MLX
Q99471	PFDN5
Q9NZM3	ITSN2
Q8WVJ2	NUDCD2
Q9P1Z0	ZBTB4
A6NFE2	SMCO2
P05155	SERPING1
Q15126	PMVK
O60343	TBC1D4
Q8N3J5	PPM1K
O14908	GIPC1
Q86Y30	BAGE2
P04439	HLA-A
Q66GS9	CEP135
Q9NSA2	KCND1
Q9NX00	TMEM160
Q5T4W7	ARTN
Q9H3S4	TPK1
Q96DB9	FXYD5
Q86T82	USP37
Q9UGF5	OR14J1
Q3ZCT1	ZNF260
P30988	CALCR
Q9Y3B9	RRP15
P49589	CARS1
Q9Y448	KNSTRN
P02730	SLC4A1
Q14159	SPIDR
O15403	SLC16A6
Q9NTQ9	GJB4
P50440	GATM
Q7Z4H7	HAUS6
Q08050	FOXM1
Q86VU5	COMTD1
Q6P0Q8	MAST2
Q9UHP3	USP25
Q02742	GCNT1
Q8N4F7	RNF175
Q7RTX9	SLC16A14
Q6ZN28	MACC1
P12956	XRCC6
Q16663	CCL15
Q9UMX5	NENF
Q8TAT5	NEIL3
Q9Y2R9	MRPS7
Q96K21	ZFYVE19
Q9NX04	C1orf109
Q9UPN4	CEP131
Q9HCD5	NCOA5
Q0D2I5	IFFO1
Q8N0X2	SPAG16
P63272	SUPT4H1
Q9Y5I3	PCDHA1
Q04323	UBXN1
Q9H1E5	TMX4
P51878	CASP5
Q9UHV9	PFDN2
Q9H3G5	CPVL
Q8TDW7	FAT3
Q7Z460	CLASP1
Q99626	CDX2
P27986	PIK3R1
P48735	IDH2
Q8WUG5	SLC22A17
O60706	ABCC9
P10301	RRAS
Q15555	MAPRE2
Q9H0E2	TOLLIP
Q9NZP8	C1RL
P62891	RPL39
O14686	KMT2D
Q9NSG2	C1orf112
P02786	TFRC
Q9BZ95	NSD3
Q7Z4V0	ZNF438
P56693	SOX10
Q09028	RBBP4
Q71UI9	H2AZ2
Q5TEU4	NDUFAF5
Q15366	PCBP2
Q5EB52	MEST
P20333	TNFRSF1B
Q9UJT1	TUBD1
Q9UNL4	ING4
Q5VYY2	LIPM
Q8TEQ6	GEMIN5
A8MXV4	NUDT19
Q8WWL2	SPIRE2
Q13268	DHRS2
Q7Z5M5	TMC3
P31371	FGF9
P27918	CFP
Q9BZL6	PRKD2
Q6IE81	JADE1
Q16864	ATP6V1F
P16519	PCSK2
Q9NQZ8	ZNF71
P14902	IDO1
Q14956	GPNMB
Q8NG66	NEK11
Q13257	MAD2L1
P33151	CDH5
P23142	FBLN1
Q9UBL0	ARPP21
Q6DN90	IQSEC1
P52815	MRPL12
Q96T51	RUFY1
Q2M2I8	AAK1
Q13875	MOBP
Q8WV24	PHLDA1
Q3MIX3	ADCK5
Q96NW7	LRRC7
Q9HCE6	ARHGEF10L
Q9HC62	SENP2
O60739	EIF1B
Q01196	RUNX1
Q9H269	VPS16
O75031	HSF2BP
Q8IVW6	ARID3B
Q9Y5L2	HILPDA
Q569K6	CCDC157
Q96S16	JMJD8
Q7L8L6	FASTKD5
Q9NVF9	ETNK2
Q15797	SMAD1
Q6SZW1	SARM1
P15085	CPA1
Q9NQZ5	STARD7
O14788	TNFSF11
Q9ULI3	HEG1
Q9UIG8	SLCO3A1
P52945	PDX1
Q8IWT3	CUL9
Q9NSA0	SLC22A11
O75800	ZMYND10
Q9H9Q4	NHEJ1
P49918	CDKN1C
Q96PD2	DCBLD2
Q07065	CKAP4
Q96GC5	MRPL48
Q8NDV7	TNRC6A
Q9GZU2	PEG3
P68371	TUBB4B
P20265	POU3F2
Q13316	DMP1
P30556	AGTR1
Q9Y530	OARD1
Q9UNN5	FAF1
Q9HCN3	PGAP6
Q9BWF2	TRAIP
P04141	CSF2
Q17RY0	CPEB4
Q9NTZ6	RBM12
P36941	LTBR
Q8N883	ZNF614
O14921	RGS13
Q9UPN6	SCAF8
Q9UIL8	PHF11
P20393	NR1D1
Q9H2H0	CXXC4
P61020	RAB5B
Q5T1R4	HIVEP3
Q8N9K5	ZNF565
Q9NXZ2	DDX43
Q9NRA2	SLC17A5
Q99743	NPAS2
P10966	CD8B
Q15233	NONO
Q93008	USP9X
Q29RF7	PDS5A
O43435	TBX1
Q9H2H9	SLC38A1
Q86V24	ADIPOR2
P59091	LINC00315
Q9UBR2	CTSZ
Q9NYF3	FAM53C
P05023	ATP1A1
P49327	FASN
O00330	PDHX
P55317	FOXA1
Q53R12	TM4SF20
Q05586	GRIN1
Q9UKP5	ADAMTS6
P13796	LCP1
Q6UXH8	CCBE1
Q7Z572	SPATA21
A6NI86	GOLGA6L10
P02654	APOC1
Q8N6Y2	LRRC17
Q9BXM0	PRX
Q9GZW8	MS4A7
Q9Y4J8	DTNA
Q32MZ4	LRRFIP1
P55084	HADHB
Q9NNX1	TUFT1
Q9P0U1	TOMM7
Q6MZZ7	CAPN13
P53674	CRYBB1
P62701	RPS4X
P46060	RANGAP1
Q9H3M7	TXNIP
O14618	CCS
Q86SQ4	ADGRG6
Q13432	UNC119
Q9NZ09	UBAP1
Q9HCS2	CYP4F12
Q9BRT9	GINS4
Q8N149	LILRA2
Q9Y4W6	AFG3L2
Q96AP7	ESAM
Q14141	SEPTIN6
Q9Y3V2	RWDD3
P23434	GCSH
P09016	HOXD4
O14545	TRAFD1
Q9Y2H2	INPP5F
Q9NP55	BPIFA1
D6RGH6	MCIDAS
Q14789	GOLGB1
O75445	USH2A
P09564	CD7
Q9UBF6	RNF7
Q86XI6	PPP1R3B
P04839	CYBB
Q9Y6X4	FAM169A
P61254	RPL26
Q96T60	PNKP
P26378	ELAVL4
Q9UPE1	SRPK3
P21728	DRD1
P10155	RO60
P46095	GPR6
Q7Z5P9	MUC19
Q9UKI9	POU2F3
Q99467	CD180
O75636	FCN3
Q13224	GRIN2B
P80511	S100A12
Q6ZNC8	MBOAT1
Q9Y6H8	GJA3
Q96EN9	REX1BD
Q6PK18	OGFOD3
Q96FZ7	CHMP6
Q86TU7	SETD3
P10321	HLA-C
Q6PKX4	DOK6
P34810	CD68
P29034	S100A2
P53004	BLVRA
Q6XPR3	RPTN
Q5JXM2	METTL24
Q9BZL4	PPP1R12C
Q9NQ92	COPRS
B2RD01	CENPBD1P
Q13564	NAE1
Q15306	IRF4
P00387	CYB5R3
Q8NGK0	OR51G2
Q00987	MDM2
Q7LFX5	CHST15
O75078	ADAM11
Q8N302	AGGF1
Q07912	TNK2
Q8TB69	ZNF519
Q9BXK1	KLF16
Q15311	RALBP1
Q9Y2V2	CARHSP1
Q99967	CITED2
Q8IXQ9	ETFBKMT
Q8TDF6	RASGRP4
O00219	HAS3
Q6BDI9	REP15
P56373	P2RX3
Q5T9Z0	TEDDM1
Q8WWU5	TCP11
Q99816	TSG101
O43570	CA12
P54107	CRISP1
Q6ZWJ8	KCP
O75460	ERN1
P51512	MMP16
Q12986	NFX1
Q96G21	IMP4
P03952	KLKB1
Q9NVU7	SDAD1
Q9H6Q4	CIAO3
P0C264	SBK3
Q9UHY8	FEZ2
O75934	BCAS2
Q8NEV9	IL27
Q71DI3	H3C13
Q71DI3	H3C14
Q71DI3	H3C15
Q6P6C2	ALKBH5
P63261	ACTG1
Q8IZ07	ANKRD13A
Q9NZC2	TREM2
Q9H1R3	MYLK2
Q08477	CYP4F3
P51946	CCNH
P80297	MT1X
Q9HBH5	RDH14
Q9UNF0	PACSIN2
O95988	TCL1B
Q9UM21	MGAT4A
Q5SVQ8	ZBTB41
Q56VL3	OCIAD2
P54619	PRKAG1
P50914	RPL14
Q9BVM4	GGACT
Q6GTX8	LAIR1
Q8IVU1	IGDCC3
Q8WYP3	RIN2
Q8NDC0	MAPK1IP1L
O43497	CACNA1G
Q8TDD2	SP7
Q8IZP0	ABI1
O95295	SNAPIN
O00257	CBX4
Q8NCL8	TMEM116
Q9NZ08	ERAP1
Q107X0	KLKP1
Q96B01	RAD51AP1
Q8IZ52	CHPF
Q86WZ6	ZNF227
Q14586	ZNF267
A1L020	MEX3A
Q8IV63	VRK3
O75128	COBL
O75829	CNMD
Q9BY25	hCG_2007431
Q86SQ0	PHLDB2
P62834	RAP1A
P48730	CSNK1D
Q5T8D3	ACBD5
Q5SQQ9	VAX1
Q9NPE2	NGRN
Q8TF45	ZNF418
Q02790	FKBP4
Q8IZP9	ADGRG2
Q6NXN4	DPY19L2P1
P0C7U1	ASAH2B
Q96PC2	IP6K3
O43861	ATP9B
O14894	TM4SF5
Q96Q83	ALKBH3
Q5BKX6	SLC45A4
Q9UPM8	AP4E1
Q9Y5U4	INSIG2
Q9UFP1	GASK1A
Q8IYT4	KATNAL2
Q8WW01	TSEN15
O75925	PIAS1
Q8IWA5	SLC44A2
Q86W92	PPFIBP1
P02771	AFP
Q96JX3	SERAC1
Q9C0H9	SRCIN1
Q9H5H4	ZNF768
P54219	SLC18A1
P25445	FAS
Q8IY63	AMOTL1
Q9NPE3	NOP10
Q5TC84	OGFRL1
Q4W5P6	SMIM43
Q49AN0	CRY2
P35244	RPA3
P25791	LMO2
Q8TDI8	TMC1
Q9UBJ2	ABCD2
Q86U44	METTL3
O75907	DGAT1
P0CF97	FAM200B
Q6IPX3	TCEAL6
O43677	NDUFC1
Q99698	LYST
Q9H1J5	WNT8A
Q14565	DMC1
Q9ULA0	DNPEP
Q96M42	LINC00479
Q9Y4K4	MAP4K5
Q99250	SCN2A
Q9UDT6	CLIP2
Q8NDL9	AGBL5
Q58FF8	HSP90AB2P
Q9H9F9	ACTR5
Q9H930	SP140L
O95944	NCR2
Q96JD6	AKR1E2
Q9ULI0	ATAD2B
Q4KMP7	TBC1D10B
O95229	ZWINT
Q9BZE3	BARHL1
P33908	MAN1A1
P15924	DSP
Q8ND94	LRRN4CL
P51589	CYP2J2
Q10571	MN1
Q8IWX7	UNC45B
Q8N103	TAGAP
P51948	MNAT1
P42695	NCAPD3
O15245	SLC22A1
O96015	DNAL4
Q8NEB7	ACRBP
Q8NAV2	C8orf58
Q99735	MGST2
Q7L9B9	EEPD1
Q96JM7	L3MBTL3
Q96L91	EP400
Q99551	MTERF1
P23280	CA6
P34949	MPI
Q6ZVE7	GOLT1A
O43463	SUV39H1
Q92542	NCSTN
P28906	CD34
Q2M1V0	ISX
Q9UJM3	ERRFI1
Q8TBM8	DNAJB14
Q9BRD0	BUD13
O15315	RAD51B
Q9NZV1	CRIM1
Q9H765	ASB8
Q9P241	ATP10D
P35346	SSTR5
Q15124	PGM5
Q9HCE5	METTL14
Q92547	TOPBP1
P0DPQ6	DDIT3
Q9BY78	RNF26
P35858	IGFALS
Q9UHV5	RAPGEFL1
Q96AG3	SLC25A46
Q16832	DDR2
Q6NVH7	SWSAP1
Q5VWP3	MLIP
Q4FZB7	KMT5B
Q8TE49	OTUD7A
Q9ULJ3	ZBTB21
O95394	PGM3
P30048	PRDX3
O60293	ZFC3H1
Q9UJ14	GGT7
P30307	CDC25C
Q96GX8	C16orf74
O43868	SLC28A2
Q9Y6W8	ICOS
Q9NP92	MRPS30
Q96KS9	FAM167A
Q96AP0	ACD
Q9NS87	KIF15
O75325	LRRN2
Q8WVM0	TFB1M
P06400	RB1
Q04864	REL
P15863	PAX1
Q8N543	OGFOD1
Q99805	TM9SF2
Q9BY89	KIAA1671
Q96FL8	SLC47A1
P53814	SMTN
O75607	NPM3
Q9UBT3	DKK4
Q9Y6X9	MORC2
Q86UP0	CDH24
Q9NW82	WDR70
Q9NWZ5	UCKL1
Q92854	SEMA4D
Q86X24	HORMAD1
Q9H172	ABCG4
A0A0B4J277	TRAV22
P55010	EIF5
P49770	EIF2B2
O15263	DEFB4A
O15263	DEFB4B
Q9BVP2	GNL3
Q9BYT3	STK33
A0AV96	RBM47
Q8N9R8	SCAI
O60256	PRPSAP2
P20719	HOXA5
Q9P121	NTM
Q8NG04	SLC26A10P
P48995	TRPC1
P08962	CD63
Q8N660	NBPF15
O00526	UPK2
Q9NX02	NLRP2
Q9BYG5	PARD6B
Q6TGC4	PADI6
Q4VCS5	AMOT
Q8IYS5	OSCAR
Q70UQ0	IKBIP
Q8N0W4	NLGN4X
Q9NYL5	CYP39A1
Q9Y6X0	SETBP1
Q9UBL6	CPNE7
Q9NR33	POLE4
Q6UVM3	KCNT2
Q8NFZ4	NLGN2
Q86XQ3	CATSPER3
Q6EIG7	CLEC6A
Q9BT43	POLR3GL
Q9Y6K9	IKBKG
Q6P4Q7	CNNM4
O14926	FSCN2
Q8N398	VWA5B2
A0A0J9YWX3	TRBJ1-6
Q9UHI6	DDX20
Q8NFH5	NUP35
Q96NX9	DACH2
Q9HAW9	UGT1A8
Q8N743	KIR3DL3
O94804	STK10
Q9NRL2	BAZ1A
P98198	ATP8B2
Q5SWA1	PPP1R15B
P23327	HRC
O95166	GABARAP
Q9H7L9	SUDS3
P47870	GABRB2
Q5TBA9	FRY
Q53HI1	UNC50
Q9Y5I1	PCDHA11
Q8WTP8	AEN
A6NHN6	NPIPB15
Q658L1	SAXO2
P18621	RPL17
Q9BZP6	CHIA
Q9HBE5	IL21R
Q5SY85	FAM201A
Q5T8R8	DOCK8-AS1
Q96IL0	COA8
Q15334	LLGL1
Q8TAQ5	ZNF420
Q9Y2G9	SBNO2
Q9H2T7	RANBP17
Q8NFM4	ADCY4
Q8WVK7	SKA2
O76083	PDE9A
P49765	VEGFB
Q9H0Q3	FXYD6
Q03924	ZNF117
Q6P589	TNFAIP8L2
Q6P444	MTFR2
P18206	VCL
P19174	PLCG1
O00478	BTN3A3
O43193	MLNR
Q9NPC3	CCNB1IP1
Q86VW0	SESTD1
P14416	DRD2
P55851	UCP2
O75084	FZD7
Q96MX0	CMTM3
P17948	FLT1
Q01959	SLC6A3
Q8NA03	FSIP1
Q9GZM3	POLR2J2
P30260	CDC27
Q96NL8	CFAP418
Q9Y2L5	TRAPPC8
P10635	CYP2D6
Q9H0C1	ZMYND12
P05000	IFNW1
O75521	ECI2
O14964	HGS
Q9BS16	CENPK
P21580	TNFAIP3
Q9BUH6	PAXX
P32004	L1CAM
Q3B8N5	PROX2
Q13129	RLF
P51826	AFF3
Q96AQ2	TMEM125
Q9UPR0	PLCL2
Q6DD87	ZNF787
Q5R3F8	ELFN2
Q9BXB5	OSBPL10
Q5VSL9	STRIP1
Q7Z7G1	CLNK
Q16875	PFKFB3
P16499	PDE6A
Q86SE5	RALYL
Q9Y4C8	RBM19
Q5T036	FAM120AOS
Q00796	SORD
O43312	MTSS1
Q9Y5H7	PCDHA5
Q9UGK8	SERGEF
Q6WKZ4	RAB11FIP1
Q9NWS8	RMND1
Q9Y663	HS3ST3A1
Q8N1B3	CCNQ
P18564	ITGB6
Q6ZTQ3	RASSF6
Q96BW5	PTER
Q96P44	COL21A1
O15417	TNRC18
Q68E01	INTS3
O76061	STC2
O75822	EIF3J
Q8NAA5	LRRC75A
Q9BSH4	TACO1
Q14CS0	UBXN2B
Q86VQ0	LCA5
B1ANS9	WDR64
P56179	DLX6
Q9Y5Q0	FADS3
Q5T8P6	RBM26
Q8TAE6	PPP1R14C
Q86SH4	PRNT
Q6EBC2	IL31
Q96EE3	SEH1L
Q9Y2T3	GDA
Q8IY82	DRC7
P31785	IL2RG
Q86XR5	PRIMA1
Q01113	IL9R
Q9NWS1	PARPBP
P24821	TNC
P51854	TKTL1
Q8WWM9	CYGB
A4GXA9	EME2
P56202	CTSW
P55210	CASP7
O75106	AOC2
Q96SC8	DMRTA2
Q9NWW7	C2orf42
Q9ULG6	CCPG1
P58743	SLC26A5
Q99784	OLFM1
Q9Y2C3	B3GALT5
P42336	PIK3CA
O75665	OFD1
O95837	GNA14
O75381	PEX14
O95758	PTBP3
Q9UNW8	GPR132
O14813	PHOX2A
O75506	HSBP1
P21709	EPHA1
Q9H2K0	MTIF3
P14672	SLC2A4
P54709	ATP1B3
Q9Y219	JAG2
Q9BZM1	PLA2G12A
Q717R9	CYS1
O00429	DNM1L
P02746	C1QB
O15230	LAMA5
A4UGR9	XIRP2
P68366	TUBA4A
Q71RH2	TLCD3B
Q96HA9	PEX11G
O43915	VEGFD
Q8IWZ3	ANKHD1
O60237	PPP1R12B
Q02809	PLOD1
Q0ZLH3	PJVK
Q96A49	SYAP1
Q93099	HGD
Q9H3R1	NDST4
Q96DM1	PGBD4
Q9HA38	ZMAT3
Q9NVP4	DZANK1
Q7Z6M4	MTERF4
Q96EL2	MRPS24
Q5MJ70	SPDYA
Q5PSV4	BRMS1L
Q9H788	SH2D4A
A6NMS7	LRRC37A
O60271	SPAG9
P25021	HRH2
P52803	EFNA5
Q6UYE1	DLEU7
Q96T92	INSM2
O43674	NDUFB5
Q8N565	MREG
P51828	ADCY7
Q9P1W8	SIRPG
Q9NZN8	CNOT2
Q49A26	GLYR1
Q9UKI2	CDC42EP3
P0DI82	TRAPPC2B
A0A0J9YWP8	TRBJ1-3
Q99733	NAP1L4
O43147	SGSM2
Q86T20	SMIM29
A5D8T8	CLEC18A
Q9GZX7	AICDA
Q96FV0	LRRC46
Q9XRX5	HHLA3
Q16658	FSCN1
O00167	EYA2
O15162	PLSCR1
O15146	MUSK
Q9Y320	TMX2
P51608	MECP2
Q9UDY8	MALT1
Q92754	TFAP2C
Q15822	CHRNA2
Q9ULV1	FZD4
Q92537	SUSD6
P04259	KRT6B
Q86YW5	TREML1
Q14973	SLC10A1
P47985	UQCRFS1
Q9H4E7	DEF6
Q8WWW8	GAB3
O43683	BUB1
P07225	PROS1
Q71U36	TUBA1A
Q9UH73	EBF1
Q05519	SRSF11
Q70EL1	USP54
Q9GZN0	GPR88
Q8IUG1	KRTAP1-3
Q13901	C1D
O95076	ALX3
P62851	RPS25
Q9H936	SLC25A22
Q9BZC7	ABCA2
P07492	GRP
Q9HBL7	PLGRKT
Q9H0B3	IQCN
Q5JV73	FRMPD3
P61769	B2M
Q8WUY9	DEPDC1B
O95925	EPPIN
Q14558	PRPSAP1
Q15369	ELOC
O15037	KHNYN
Q9UQK1	PPP1R3C
O94956	SLCO2B1
Q9UII6	DUSP13
P82914	MRPS15
O94761	RECQL4
P14384	CPM
P01023	A2M
P52797	EFNA3
Q15847	ADIRF
Q9H1Q7	PCED1A
P09917	ALOX5
Q96SB3	PPP1R9B
Q96HA8	NTAQ1
Q15825	CHRNA6
Q8IZX4	TAF1L
Q6PEV8	FAM199X
A1L3X4	MT1DP
Q9BXW4	MAP1LC3C
Q5TC82	RC3H1
O00482	NR5A2
Q96RL1	UIMC1
O43927	CXCL13
Q9Y5X0	SNX10
Q6PDA7	SPAG11A
A0A6I8PU40	TUG1
Q9H2W2	MIXL1
Q16394	EXT1
Q2M3C7	SPHKAP
Q96Q15	SMG1
Q1HG44	DUOXA2
P22362	CCL1
Q96IY4	CPB2
Q9UL68	MYT1L
Q96B26	EXOSC8
P52799	EFNB2
Q96P69	GPR78
Q9H7P6	MVB12B
P40123	CAP2
Q6UX71	PLXDC2
Q9H0R6	QRSL1
Q8IWA0	WDR75
P01920	HLA-DQB1
Q9H3U1	UNC45A
Q9BYU5	KRTAP2-1
P81133	SIM1
A0A578	TRBV5-1
Q96CD0	FBXL8
Q9BWK5	CYREN
P08514	ITGA2B
P28749	RBL1
Q96SQ7	ATOH8
P31995	FCGR2C
P49638	TTPA
Q9BWT7	CARD10
Q8N594	MPND
Q16625	OCLN
Q9UK23	NAGPA
Q8N1G2	CMTR1
Q9Y561	LRP12
Q9NR83	SLC2A4RG
Q6ZTN6	ANKRD13D
P02545	LMNA
Q9UBZ9	REV1
Q9BXW6	OSBPL1A
O43837	IDH3B
Q96KR7	PHACTR3
P48431	SOX2
P29279	CCN2
P22694	PRKACB
Q6P3R8	NEK5
P15374	UCHL3
O15151	MDM4
Q13596	SNX1
Q96A19	CCDC102A
Q8N9N2	ASCC1
O94885	SASH1
Q8NE86	MCU
Q13769	THOC5
Q14406	CSHL1
O14734	ACOT8
P37802	TAGLN2
Q9NR09	BIRC6
Q9UKY7	CDV3
Q6UX04	CWC27
O60575	SPINK4
Q86VD9	PIGZ
P04234	CD3D
Q6ZQQ2	SPATA31D1
Q6UY09	CEACAM20
Q8WUY3	PRUNE2
Q9Y297	BTRC
Q6UW68	TMEM205
O15496	PLA2G10
Q8IWF9	CCDC83
Q6PI26	SHQ1
Q14847	LASP1
Q8NB14	USP38
Q9UK73	FEM1B
Q8IYD8	FANCM
Q6ZS72	PEAK3
Q6P9B6	MEAK7
Q8N2I2	ZNF619
O75386	TULP3
Q8TBZ5	ZNF502
Q9NP66	HMG20A
Q08AN1	ZNF616
Q8N485	LIX1
Q8WYK2	JDP2
Q86XP0	PLA2G4D
Q9H4Y5	GSTO2
Q96S96	PEBP4
P09467	FBP1
P55198	MLLT6
Q96HQ0	ZNF419
Q9NPB9	ACKR4
Q15013	MAD2L1BP
Q92576	PHF3
Q9NZV8	KCND2
O75379	VAMP4
Q92620	DHX38
Q9HC97	GPR35
Q9UBC2	EPS15L1
Q86XT9	TMEM219
Q9P2G1	ANKIB1
Q9H3H5	DPAGT1
Q9C0K7	STRADB
Q9P0N8	MARCHF2
Q9BU68	PRR15L
Q9BYZ6	RHOBTB2
Q5TGS1	HES3
O15061	SYNM
Q12874	SF3A3
Q9BUK0	CHCHD7
Q99680	GPR22
Q8WVC0	LEO1
Q9H1H9	KIF13A
P50416	CPT1A
Q9NQG6	MIEF1
Q9H0A9	SPATC1L
Q6PJG2	MIDEAS
Q9UFB7	ZBTB47
Q96NN9	AIFM3
P53567	CEBPG
Q9UHF0	TAC3
P11234	RALB
P35442	THBS2
Q9BWL3	C1orf43
Q9H2C2	ARV1
Q99504	EYA3
Q6ZUT1	NKAPD1
P13533	MYH6
Q9BRU9	UTP23
Q8N816	KRT10-AS1
Q9H9P5	UNKL
P20248	CCNA2
Q86YT6	MIB1
P43699	NKX2-1
Q8TDV0	GPR151
O43739	CYTH3
Q9UBG7	RBPJL
O94929	ABLIM3
O95156	NXPH2
Q96JE7	SEC16B
P26232	CTNNA2
A8MQT2	GOLGA8B
Q9NQ34	TMEM9B
O95995	GAS8
P12931	SRC
Q96A09	TENT5B
Q9Y3C4	TPRKB
Q96S66	CLCC1
P15880	RPS2
Q92839	HAS1
Q9UKF2	ADAM30
Q2M3C6	TMEM266
Q9P2P5	HECW2
Q96JQ5	MS4A4A
Q8IW52	SLITRK4
Q6UXC1	MAMDC4
Q9NY15	STAB1
Q9BXJ7	AMN
Q9BXP8	PAPPA2
Q9GZY1	PBOV1
P43354	NR4A2
P49662	CASP4
Q8NFJ5	GPRC5A
Q6P3W6	NBPF10
O75363	BCAS1
Q8N511	TMEM199
Q8N5D0	WDTC1
P08708	RPS17
P18405	SRD5A1
Q96MP8	KCTD7
Q01581	HMGCS1
Q15390	MTFR1
P57679	EVC
Q99835	SMO
Q9UHD4	CIDEB
Q9UBP8	KAAG1
Q9UKW6	ELF5
Q9H4F8	SMOC1
Q9H7P9	PLEKHG2
Q14493	SLBP
A1A5C7	SLC22A23
Q5VTR2	RNF20
Q9P0W2	HMG20B
O43505	B4GAT1
Q5KU26	COLEC12
Q92535	PIGC
Q8IVP9	ZNF547
Q8IYW4	ENTHD1
P25024	CXCR1
Q9Y2Y6	TMEM98
P36402	TCF7
P55017	SLC12A3
O75976	CPD
O43181	NDUFS4
Q9UFN0	NIPSNAP3A
Q9HD36	BCL2L10
Q32P41	TRMT5
Q96RK4	BBS4
Q92785	DPF2
O14874	BCKDK
Q8N5N7	MRPL50
Q9H6X4	TMEM134
O75293	GADD45B
O95954	FTCD
P07306	ASGR1
Q9NR31	SAR1A
Q13094	LCP2
Q2KJY2	KIF26B
Q00889	PSG6
P21810	BGN
P62829	RPL23
P09758	TACSTD2
Q9BWW4	SSBP3
Q9NQ50	MRPL40
Q9NPH2	ISYNA1
O95294	RASAL1
Q9H223	EHD4
Q96P68	OXGR1
O14498	ISLR
Q9Y336	SIGLEC9
Q9H4A4	RNPEP
P50616	TOB1
P51116	FXR2
Q7Z6L1	TECPR1
Q38SD2	LRRK1
Q9Y3A6	TMED5
Q9H720	CWH43
Q9P232	CNTN3
P26641	EEF1G
P35227	PCGF2
Q8WYK1	CNTNAP5
Q13610	PWP1
P54257	HAP1
Q9NTI7	INKA2
O60244	MED14
Q9Y4D2	DAGLA
P10914	IRF1
Q16270	IGFBP7
Q9Y4G6	TLN2
Q9Y2D4	EXOC6B
P08243	ASNS
Q8NGY2	OR6K2
O75391	SPAG7
P43121	MCAM
Q6NUQ4	TMEM214
A6NLJ0	C2CD4B
O94854	MACF1
Q5H913	ARL13A
Q9BS92	NIPSNAP3B
Q3SY52	ZIK1
P27216	ANXA13
Q5TCY1	TTBK1
Q9H9H5	MAP6D1
P07359	GP1BA
A0A0C4DH29	IGHV1-3
Q96GF1	RNF185
P83859	QRFP
Q8TBF5	PIGX
Q969Q0	RPL36AL
O43704	SULT1B1
O14782	KIF3C
Q16568	CARTPT
P00374	DHFR
Q09013	DMPK
P41597	CCR2
Q6VMQ6	ATF7IP
Q9NQV8	PRDM8
O95067	CCNB2
Q86UW9	DTX2
Q9BV36	MLPH
P49711	CTCF
Q5JRX3	PITRM1
Q14D04	VEPH1
P30154	PPP2R1B
Q8IXS8	HYCC2
Q9BZ23	PANK2
Q9NPY3	CD93
Q9BX59	TAPBPL
P00966	ASS1
O00115	DNASE2
P05388	RPLP0
Q9UHP7	CLEC2D
Q5JNZ3	ZNF311
Q8NHS1	CLDND2
Q01954	BNC1
Q96EY9	ADAT3
O75969	AKAP3
O00124	UBXN8
P22105	TNXB
O15195	VILL
Q9H201	EPN3
Q96G91	P2RY11
Q8NET6	CHST13
Q9H8S5	CCNP
P02774	GC
Q6V0I7	FAT4
Q15760	GPR19
Q96MD7	C9orf85
Q14680	MELK
Q9BSD7	NTPCR
Q13702	RAPSN
P35637	FUS
P51793	CLCN4
Q14154	DELE1
P07196	NEFL
O75326	SEMA7A
O14627	CDX4
P50748	KNTC1
P20849	COL9A1
Q15031	LARS2
P30043	BLVRB
O15131	KPNA5
P07738	BPGM
Q8TD17	ZNF398
Q9P0K8	FOXJ2
Q92485	SMPDL3B
Q6P1L6	ZNF343
Q969Q1	TRIM63
P50591	TNFSF10
Q9Y3M2	CBY1
O00192	ARVCF
Q9HD42	CHMP1A
Q9UBS0	RPS6KB2
Q9UKI8	TLK1
Q658Y4	FAM91A1
Q8NHH1	TTLL11
Q86Y78	LYPD6
O00476	SLC17A3
Q92771	DDX12P
Q02045	MYL5
Q9NZV7	ZIM2
Q9C0H6	KLHL4
Q6UXM1	LRIG3
O95136	S1PR2
Q5JPE7	NOMO2
Q659C4	LARP1B
Q6NUJ5	PWWP2B
Q9UPS8	ANKRD26
Q9NYS7	WSB2
Q9Y6M9	NDUFB9
Q8NCC3	PLA2G15
O00400	SLC33A1
A6QL63	ABTB3
Q9BXS0	COL25A1
Q8IZC6	COL27A1
P30968	GNRHR
P47900	P2RY1
Q7L099	RUFY3
P17812	CTPS1
P30872	SSTR1
P12110	COL6A2
Q68CJ9	CREB3L3
Q7Z406	MYH14
Q02548	PAX5
Q96F10	SAT2
Q9NQI0	DDX4
P22223	CDH3
Q9UHC6	CNTNAP2
Q07654	TFF3
A5PKW4	PSD
Q9Y608	LRRFIP2
Q9NUD9	PIGV
P02763	ORM1
O95407	TNFRSF6B
A6NEQ2	FAM181B
P13584	CYP4B1
Q8NBR6	MINDY2
Q6GQQ9	OTUD7B
Q8NDZ4	DIPK2A
Q8WY21	SORCS1
Q5VW36	FOCAD
P20908	COL5A1
Q9H0G5	NSRP1
Q96HJ5	MS4A3
Q13608	PEX6
Q9H4B8	DPEP3
Q9Y225	RNF24
Q96JB1	DNAH8
Q6UXN9	WDR82
O14976	GAK
Q96QD8	SLC38A2
A7XYQ1	SOBP
P11465	PSG2
Q8NF91	SYNE1
Q9Y6G3	MRPL42
Q5TAA0	TTC22
O14684	PTGES
O75509	TNFRSF21
